"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_eu","treat_id","treat_turnout_raw","treat_majority_raw","treat_outcome_raw","treat_text","treat_outcome","treat_turnout","treat_majority","treat_outcome_match","treat_outcome_shown","treat_turnout_shown","treat_majority_shown","post"
1002904,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",91,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1002269,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",121,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1010454,4,"30-59 yrs","Female","Higher","Christian Democracts (C)","Against EU Membership",140,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001410,5,"60 yrs and above","Male","Higher","Conservative Party (CR)","Don't know",48,"85%","70%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","85%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1009465,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",142,"47%","70%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","47%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006768,1,"18-29 yrs","Male","Lower or intermediate","Labour Party (CL)","Don't know",99,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1007417,5,"60 yrs and above","Female","Lower or intermediate","Agrarian Party (C)","Against EU Membership",74,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1001885,5,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",130,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1002793,5,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",74,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1001407,4,"30-59 yrs","Male","Higher","Green Party (C)","For EU Membership",73,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1008999,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",50,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1002470,4,"30-59 yrs","Female","Higher","Liberal Party (C)","Don't know",81,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%",NA,"Not shown","Not shown","Shown
size of majority",1
1005679,2,"30-59 yrs","Female","Higher","Liberal Party (C)","Against EU Membership",104,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1003280,6,"60 yrs and above","Male","Higher","Labour Party (CL)","For EU Membership",142,"47%","70%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","47%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1005414,4,"30-59 yrs","Male","Higher","Conservative Party (CR)","For EU Membership",27,"blank","51%","den vinnende siden","La oss si at den vinnende siden fikk 51% av stemmene.","Not shown","Not shown","51%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1010236,4,"30-59 yrs","Female","Higher","Conservative Party (CR)","Don't know",36,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1001429,3,"30-59 yrs","Female","Higher","Red Party (FL)","Don't know",132,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%",NA,"Not shown","Not shown","Shown
size of majority",1
1002715,6,"60 yrs and above","Female","Lower or intermediate",NA,"Against EU Membership",128,"85%","51%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","85%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1007615,6,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",94,"47%","70%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","47%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1006137,2,"18-29 yrs","Female","Higher","Conservative Party (CR)","Don't know",77,"35%","51%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","35%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1009261,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",112,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1009083,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",75,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001457,4,"30-59 yrs","Male","Higher","Progress Party (FR)","Against EU Membership",57,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1001914,3,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",93,"35%","70%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","35%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006746,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",56,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001604,5,"60 yrs and above","Female","Higher","Labour Party (CL)","Don't know",79,"53%","51%","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","53%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1002322,7,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",8,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1008683,4,"30-59 yrs","Male","Higher","Progress Party (FR)","Against EU Membership",70,"47%","blank","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","47%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001749,7,"60 yrs and above","Female",NA,"Agrarian Party (C)","Against EU Membership",42,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1001092,4,"30-59 yrs","Male","Higher","Labour Party (CL)","For EU Membership",15,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1009559,5,"60 yrs and above","Male","Higher","Christian Democracts (C)","Against EU Membership",30,"47%","51%","den vinnende siden","La oss si at 47% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","47%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1004459,5,"30-59 yrs","Female","Higher","Agrarian Party (C)","Against EU Membership",83,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1010284,6,"60 yrs and above","Male","Lower or intermediate",NA,"Against EU Membership",97,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1004789,6,"60 yrs and above","Male","Higher",NA,"Against EU Membership",37,"35%","55%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 55% av stemmene.","Not shown","35%","55%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1008186,5,"60 yrs and above","Female","Higher","Socialist Left (L)","Against EU Membership",125,"35%","51%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","35%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1008061,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",81,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1006802,4,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",111,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1000413,2,"18-29 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",131,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1006363,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",105,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1000342,5,"60 yrs and above","Female","Higher","Green Party (C)","Against EU Membership",100,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1002252,5,"60 yrs and above","Male","Higher","Conservative Party (CR)","Don't know",22,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1003226,2,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",43,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1001644,6,"60 yrs and above","Male","Higher","Socialist Left (L)","Don't know",69,"35%","blank","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","35%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",0
1000152,4,"30-59 yrs","Female","Higher","Conservative Party (CR)","Don't know",142,"47%","70%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","47%","70%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1000461,5,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",98,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1002721,6,"60 yrs and above","Male","Lower or intermediate","Agrarian Party (C)","For EU Membership",120,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1007391,3,"30-59 yrs","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",29,"35%","51%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","35%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1005913,5,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","For EU Membership",144,"85%","70%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","85%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1007071,2,"18-29 yrs","Male","Higher","Green Party (C)","Against EU Membership",55,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",0
